Fire,Aspect,DEM,MeanMaximumTemperature,MeanMinimumTemperature,Moisture,NDVI,Precipitation,Runoff,Slope,Vapour,WindSpeed,Drivers,Dlake,Droads,Dset,landcover
1,205.6602565,15,252.0833333,128.5,795.9166667,0.531888843,109.5,5.666666667,3.178526049,1578.333333,316.6666667,288.6725566,3904.214469,4998.427709,24430.20576,90
1,73.28870492,24,251,117.8333333,338.4166667,0.734286785,98.91666667,7.166666667,3.983140146,1467.083333,260,1593.243719,4401.748728,3183.796334,6610.438656,90
1,73.28870492,24,251,117.8333333,338.4166667,0.734286785,98.91666667,7.166666667,3.983140146,1467.083333,260,1593.243719,4401.748728,3183.796334,6610.438656,90
1,205.8275386,195,237.3333333,108,1201.75,0.606857121,97.25,17,1.592726361,1439.916667,255,188.8701919,1198.937677,2092.942832,16881.54467,21
1,338.2214123,51,254.3333333,125,789.1666667,0.375483871,116.75,13.91666667,0.926449238,1543.666667,250.8333333,1214.918921,1723.759197,5.084090826,18687.25113,82
1,34.57860929,30,249.75,123.25,402.9166667,0.652277827,107.3333333,7.75,2.436861525,1534.833333,292.5,104.698896,4349.401569,3917.650434,9809.862558,82
1,180,52,245,116.8333333,497.75,0.567754984,90.83333333,5.833333333,1.147044723,1427.5,247.5,440.791743,1223.176797,9.804909971,0,22
1,90,13,252.6666667,130.5,926.9166667,0.748840511,109.75,5.583333333,1.03118508,1614.75,350,987.215614,1206.639071,7439.55865,10981.93865,42
1,129.7241298,37,252.5,120.9166667,670.5833333,0.764988005,103.5833333,8.166666667,2.242659196,1516,266.6666667,426.7092988,2100.23859,3240.960801,19936.15997,21
1,243.4094057,28,254.9166667,126.3333333,850.8333333,0.720958591,106.4166667,5.583333333,1.92147517,1572.666667,295.8333333,1547.269855,1086.981434,8684.090297,22070.03738,42
1,67.3204233,11,253.4166667,132,828.5,0.845677078,106.4166667,5.416666667,1.48730316,1616.166667,334.1666667,92.68806192,82.36833544,2933.095756,25107.32513,42
1,270,177,243.25,110.4166667,1176.666667,0.768717825,101.9166667,13.75,1.726254123,1445.583333,260.8333333,292.3513999,118.1579725,1539.462263,24834.58977,21
1,95.92164666,151,242.25,108.3333333,1684.583333,0.80537039,100.25,16.83333333,2.777739603,1474.416667,258.3333333,1130.205458,743.2807603,82.71725179,25995.89101,52
1,180,25,255.9166667,127,955,0.709230781,112.75,8.916666667,1.720279868,1578.166667,275.8333333,750.6856734,583.3682752,1590.781732,14604.18637,42
1,129.2751898,236,231.8333333,99.16666667,1056.25,0.692828119,104.0833333,19.58333333,0.453037606,1369.416667,215,1500.966295,2130.599024,452.1075505,5043.034162,22
1,141.2308366,10,251.9166667,125.5,474.3333333,0.735859394,107.3333333,6.5,1.103398243,1548.833333,296.6666667,1170.115994,2311.979151,6152.94505,11053.71742,21
1,338.1474373,133,248,118.5,908.1666667,0.526785731,111,13.08333333,0.92692808,1490.416667,254.1666667,411.942969,1657.4421,3772.589821,2396.914754,22
1,67.53233809,95,243.5833333,118.0833333,629.25,0.527845025,101.8333333,6.833333333,2.250240036,1465.833333,260.8333333,664.2515285,1601.228032,679.528056,17637.96958,22
1,186.3007125,119,240.5833333,114.5,600.9166667,0.73637104,94.33333333,8.5,3.170725803,1430.75,250.8333333,562.3893259,574.4589263,274.6047357,20722.29326,42
1,309.5066736,131,239.5833333,114.25,623.8333333,0.620000005,95.91666667,8.5,2.252955401,1433.833333,255,610.5958449,1951.977827,1490.029052,14983.60858,42
1,30.92121783,15,248.3333333,133.3333333,1057.333333,0.872788429,120.3333333,10.75,2.005064988,1646.166667,410.8333333,1374.844565,1005.205936,1353.392664,600.3095565,90
1,103.9240129,74,242.9166667,117,681.5,0.624859869,100.4166667,7.5,3.570904964,1470.5,255,940.8911201,2103.023917,2153.135883,609.6466712,52
1,129.7462781,60,250.1666667,122.1666667,716.9166667,0.415955096,111.8333333,12.75,1.345409865,1508.833333,257.5,222.6962634,4168.804812,30.1270349,11091.27964,82
1,112.4782185,184,239.4166667,105.6666667,1500.75,0.707916021,95.33333333,13,0.750088862,1442.5,258.3333333,180.1537645,168.0357755,786.4318566,0,21
1,240.9011553,15,248.3333333,133.3333333,1057.333333,0.806257069,120.3333333,10.75,1.179307101,1646.166667,410.8333333,242.5862819,1742.373566,2344.626667,1864.817121,90
1,67.52522707,151,242.6666667,106.5,1428.25,0.615161061,94.08333333,9.25,2.998223338,1446.416667,256.6666667,878.6625583,3516.191242,56.14080753,8770.913973,22
1,241.277128,287,232.75,106.9166667,778.1666667,0.722296417,113.5,29.41666667,1.193398954,1375.583333,245.8333333,330.5018785,326.0061341,1113.681522,67.64432754,42
1,241.277128,287,232.75,106.9166667,778.1666667,0.722296417,113.5,29.41666667,1.193398954,1375.583333,245.8333333,330.5018785,326.0061341,1113.681522,67.64432754,42
1,67.66335781,278,233.3333333,107.9166667,771.75,0.652777791,109.9166667,26.5,3.767762716,1377.583333,248.3333333,345.8560396,641.694365,61.25850447,2162.053368,22
1,166.3567924,199,237,103.3333333,1190.75,0.825481117,88.33333333,11.08333333,1.47530875,1395.25,253.3333333,92.13892345,1615.130771,1080.910825,145.1474262,81
1,174.2156613,166,239.25,108.1666667,1164.416667,0.757277906,94.75,10.75,6.885081289,1410,238.3333333,658.0296853,196.7707028,2471.051662,5876.226923,42
1,117.3931225,144,243.8333333,119.3333333,852.25,0.547270954,107.0833333,9.25,3.113685452,1481.583333,260,1283.852505,2183.761506,5090.228679,5318.017412,43
1,159.9482593,298,230.0833333,101.8333333,755.75,0.86481595,123.3333333,39.25,3.050176529,1345.583333,250.8333333,584.849405,4289.67659,664.6464537,11033.31588,41
1,247.5401026,128,244.5833333,110.9166667,1211.75,0.539809883,97.58333333,6.583333333,0.750668956,1442.666667,251.6666667,333.6934742,1656.155381,37.40828769,8439.210377,21
1,289.4795265,220,235.8333333,107.3333333,1022.166667,0.587936878,95.08333333,15.83333333,2.578395639,1416,255,238.7772079,350.1911764,89.32382051,14341.33776,81
1,63.55946607,41,249,120.5,592.75,0.290566027,100.75,6.5,1.931580716,1497.583333,263.3333333,1184.39074,488.3159667,4.037289693,16361.8675,23
1,82.14954542,23,252,121.3333333,308.0833333,0.55994767,99.16666667,6.75,2.098802736,1484.166667,269.1666667,3449.343606,6126.768511,272.5936209,6405.638153,22
1,196.8959389,235,233.75,107.6666667,894.5,0.721964777,92.83333333,15.16666667,1.198776761,1393.666667,253.3333333,163.6325067,933.1837608,5698.025434,8132.46942,21
1,328.7922856,207,236,109.75,982,0.304347813,102.3333333,19.91666667,0.670614388,1421.75,252.5,815.7080236,34.72698854,461.7389379,11076.29303,11
1,0,53,244.3333333,116.6666667,522.4166667,0.659880996,91.08333333,5.916666667,1.43369818,1430.583333,246.6666667,577.2705282,478.6879096,5872.836091,5805.467935,21
1,16.60252177,55,261.1666667,127.6666667,656.5,0.796427727,109.4166667,10,1.196931162,1561.833333,228.3333333,667.5370521,1352.70402,4.706241874,55567.91816,90
1,189.7544981,18,253.5833333,123.5,576.5833333,0.609256208,103.5833333,6.666666667,2.036188905,1527.833333,280,232.3315417,1797.662683,3524.3431,10067.00624,82
1,254.5261379,26,252.5833333,121.5833333,597.4166667,0.482750535,102.0833333,7.916666667,1.074839581,1515.333333,271.6666667,721.3824817,8245.394131,3784.242471,7077.001509,21
1,90,19,255.6666667,122.75,707.6666667,0.583375454,104.8333333,7.333333333,1.72185054,1544.916667,280.8333333,1704.037053,2245.640976,1228.32308,2443.593849,42
1,270,9,253.75,124.6666667,505.1666667,0.442588985,104,6,1.725945768,1531.583333,283.3333333,1322.868113,1623.339887,1395.076584,18611.80553,82
1,63.43129657,32,256.4166667,121.75,776.6666667,0.863321781,110.3333333,9.833333333,1.922941958,1545.083333,269.1666667,1548.08707,770.725003,360.2075272,14067.94449,21
1,322.2799342,79,244.8333333,117,497.0833333,0.444392294,91,5.75,3.981892117,1429.25,248.3333333,697.2441207,899.6611141,2009.117161,4061.244976,22
1,90,49,245,117.5833333,449,0.499220937,91.91666667,5.75,1.741708521,1429.666667,251.6666667,741.0123181,770.7287259,539.4255279,7103.168583,82
1,180,36,254.8333333,126.4166667,908.8333333,0.522650778,118,14.66666667,1.147044723,1567.333333,255.8333333,152.4151466,4533.985044,5.637690701,32333.49527,21
1,270,21,254.75,124.4166667,730.5833333,0.550542533,105.25,6.083333333,0.344502009,1549.333333,289.1666667,1599.103568,3954.616023,4016.089992,11240.31952,21
1,24.19853964,26,254.4166667,128.1666667,831.5,0.563057721,105.75,5.333333333,2.513810718,1585.25,305,848.8827662,1452.045465,7934.353276,26377.23661,21
1,270,21,254.8333333,121.5833333,666.0833333,0.508071721,103.8333333,8.5,0.344833382,1532.25,276.6666667,1185.046085,2194.122107,79.41946613,7337.320538,81
1,235.0492523,23,255.4166667,135.4166667,981.4166667,0.670915425,111,8.166666667,2.501581507,1645.333333,306.6666667,506.9886526,436.2173527,1852.416223,0,21
1,354.6570665,53,246.6666667,117.25,369.4166667,0.697544992,91.5,6.666666667,3.739345116,1425.583333,250.8333333,199.4461639,1157.782455,162.7576207,15.83528068,22
