Fire,Housing_Raster,Household_ProjectRaster,IMR_ProjectRaster,CDR_ProjectRaster,PopD_ProjectRaster,Soci_Eco_ProjectRaster,Overall_ProjectRaster,Minority_ProjectRaster
1,0.96420002,0.425000012,5.594749928,21.81409073,21.01403618,0.883300006,0.875400007,0.547999978
1,0.545599997,0.83829999,5.594749928,60.50197601,11.65216827,0.82889998,0.801199973,0.673600018
1,0.609200001,0.348800004,5.594749928,29.51309586,2.01995635,0.512700021,0.559400022,0.731299996
1,0.397000015,0.617500007,5.594749928,15.44976044,188.2888184,0.517799973,0.504599988,0.425399989
1,0.566999972,0.444400012,5.594749928,28.74323082,21.7080822,0.851499975,0.718200028,0.543799996
1,0.656400025,0.262899995,5.594749928,0,16.27680779,0.826900005,0.694199979,0.580600023
1,0.657700002,0.479699999,5.594749928,46.66186142,86.47266388,0.944599986,0.832499981,0.686800003
1,0.551599979,0.541599989,5.594749928,11.09690857,35.14838791,0.610599995,0.575800002,0.337399989
1,0.567700028,0.527800024,5.594749928,11.80526066,14.26731682,0.393999994,0.496699989,0.528100014
1,0.440600008,0.729700029,5.594749928,3.541546345,84.40473175,0.952099979,0.82160002,0.709999979
1,0.51700002,0.559000015,5.594749928,16.07959747,3.580770254,0.353599995,0.451499999,0.4463
1,0.635599971,0.379400015,5.594749928,35.17970276,36.97500992,0.639500022,0.59829998,0.462799996
1,0.933399975,0.7421,5.594749928,32.91854095,39.29367065,0.797800004,0.873300016,0.55400002
1,0.415800005,0.2755,5.594749928,14.40927982,142.7527771,0.38350001,0.317099988,0.195199996
1,0.1074,0.0438,5.594749928,37.22751617,95.81032562,0.81129998,0.340600014,0.651300013
1,0.323900014,0.532800019,5.594749928,0,0,0.725099981,0.620800018,0.800899982
1,0.414600015,0.31400001,5.594749928,0,8.813033104,0.584100008,0.489800006,0.567399979
1,0.277999997,0.33860001,5.594749928,28.55591774,164.1297302,0.52670002,0.414099991,0.588199973
1,0.387899995,0.7755,5.594749928,37.84629822,9.248200417,0.556299984,0.567499995,0.4384
1,0.941200018,0.817799985,5.594749928,73.78290558,7.427164078,0.757099986,0.779799998,0.799799979
1,0.439999998,0.693199992,5.594749928,23.70062065,245.65979,0.298299998,0.154100001,0.460099995
1,0.277999997,0.33860001,5.594749928,12.41586494,61.50403976,0.52670002,0.414099991,0.588199973
1,0.969699979,0.968800008,5.594749928,16.23216629,101.5521545,0.901000023,0.978500009,0.67900002
1,0.477100015,0.62529999,5.594749928,0.347216696,10.54415607,0.62470001,0.587000012,0.398799986
1,0.926500022,0.274500012,5.594749928,60.99389648,4.797255039,0.885800004,0.862999976,0.881500006
1,0.244800001,0.944000006,5.594749928,0,20.03168678,0.671500027,0.689199984,0.764599979
1,0.477100015,0.62529999,5.594749928,29.51309586,23.90319061,0.62470001,0.587000012,0.398799986
1,0.142199993,0.395300001,5.594749928,20.65917969,38.00630569,0.828100026,0.546199977,0.707499981
1,0.631299973,0.396699995,5.594749928,0,88.91344452,0.761900008,0.702700019,0.724900007
1,0.26820001,0.970799983,5.594749928,18.38240242,277.1446838,0.558099985,0.597500026,0.279399991
1,0.594099998,0.696399987,5.594749928,10.03443432,14.0842495,0.84799999,0.783299983,0.623899996
1,0.301899999,0.307999998,5.594749928,25.44902802,32.75709915,0.73089999,0.514500022,0.506600022
1,0.762199998,0.888100028,5.594749928,12.76244354,38.92193222,0.513000011,0.690999985,0.265599996
1,0.635599971,0.379400015,5.594749928,30.39856529,101.4517899,0.639500022,0.59829998,0.462799996
1,0.918099999,0.672500014,5.594749928,14.0187149,65.65784454,0.885800004,0.862999976,0.881500006
1,0.465999991,0.978399992,5.594749928,0,7.209126949,0.52640003,0.7051,0.559599996
1,0.486000001,0.682900012,5.594749928,42.91366577,157.9723358,0.554099977,0.584699988,0.497399986
1,0.742799997,0.504199982,5.594749928,0,56.23366165,0.404599994,0.564400017,0.551100016
1,0.84740001,0.993200004,5.594749928,42.93682861,55.10309219,0.946099997,0.983699977,0.851800025
1,0.918099999,0.672500014,5.594749928,0,2.799119711,0.698000014,0.822899997,0.663600028
1,0.648599982,0.806299984,5.594749928,24.29401207,102.0097122,0.780499995,0.80309999,0.723500013
1,0.168099999,0.427700013,5.594749928,11.55228615,116.4061127,0.165999994,0.157399997,0.225899994
1,0.375999987,0.327199996,5.594749928,23.31536674,18.55779839,0.838500023,0.638700008,0.676400006
1,0.322699994,0.540899992,5.594749928,24.45370293,24.56250954,0.760900021,0.562099993,0.255600005
1,0.657299995,0.926999986,5.594749928,23.81685448,503.5067139,0.932399988,0.893000007,0.504199982
1,0.434799999,0.823599994,5.594749928,0,13.831707,0.364899993,0.529200017,0.605499983
1,0.871500015,0.54610002,5.594749928,72.38490295,59.8593483,0.595499992,0.716000021,0.521799982
1,0.135000005,0.569999993,5.594749928,17.70783806,34.72621918,0.690800011,0.535399973,0.925599992
1,0.492199987,0.224099994,5.594749928,0,1.184915781,0.451999992,0.420700014,0.558700025
1,0.628700018,0.920700014,5.594749928,0,559.2528076,0.613600016,0.705900013,0.497399986
1,0.828700006,0.764900029,5.594749928,0,9.964338303,0.90079999,0.912299991,0.87349999
1,0.56279999,0.639599979,5.594749928,44.09609604,101.4000397,0.837000012,0.77579999,0.778500021
1,0.584999979,0.884299994,5.594749928,0,3.048487902,0.828800023,0.828400016,0.697300017
1,0.440600008,0.729700029,5.594749928,22.05718231,22.28840256,0.952099979,0.82160002,0.709999979
1,0.863399982,0.575900018,5.594749928,30.87529755,69.67292786,0.830799997,0.846099973,0.735300004
1,0.795099974,0.74150002,5.594749928,56.07496643,4.847433567,0.325199991,0.58039999,0.377999991
1,0.446399987,0.749499977,5.594749928,23.07386589,6.902956486,0.492000014,0.583400011,0.658699989
1,0.414600015,0.31400001,5.594749928,6.745863914,84.14447784,0.584100008,0.489800006,0.567399979
1,0.610099971,0.762899995,5.594749928,44.69129181,15.4835453,0.757099986,0.779799998,0.799799979
1,0.821399987,0.703800023,5.594749928,14.70284176,29.62354279,0.896700025,0.879100025,0.756200016
1,0.478500009,0.468699992,5.594749928,51.47093964,25.82286453,0.835600019,0.730400026,0.871900022
1,0.894500017,0.555400014,5.594749928,92.17189789,74.97937012,0.761900008,0.702700019,0.724900007
1,0.167999998,0.484600008,5.594749928,16.86465836,68.53844452,0.827600002,0.585699975,0.712400019
1,0.6505,0.679499984,5.594749928,29.51309586,1229.558594,0.510699987,0.618799984,0.501900017
1,0.784799993,0.562699974,5.594749928,16.46516991,57.49058533,0.6505,0.697600007,0.448900014
1,0.890999973,0.675000012,5.594749928,0,14.66983891,0.686999977,0.818099976,0.770399988
1,0.150700003,0.141800001,5.594749928,0,19.98906136,0.514100015,0.256500006,0.436199993
1,0.323100001,0.877300024,5.594749928,69.98838043,544.4574585,0.278499991,0.429100007,0.403800011
1,0.508899987,0.441399992,5.594749928,0,17.76939392,0.743600011,0.632000029,0.504199982
1,0.353700012,0.253399998,5.594749928,0,4.987739563,0.467799991,0.305200011,0.028999999
1,0.220100001,0.743799984,5.594749928,29.51309586,11.86170769,0.851599991,0.693799973,0.746699989
1,0.566999972,0.444400012,5.594749928,0,8.402701378,0.851499975,0.718200028,0.543799996
1,0.322699994,0.540899992,5.594749928,15.34680748,31.04686737,0.760900021,0.562099993,0.255600005
1,0.492199987,0.224099994,5.594749928,0,6.555487156,0.451999992,0.420700014,0.558700025
1,0.508899987,0.441399992,5.594749928,6.711226463,146.7838745,0.743600011,0.632000029,0.504199982
1,0.248999998,0.282499999,5.594749928,20.65917969,97.20231628,0.349999994,0.227500007,0.103699997
1,0.795099974,0.74150002,5.594749928,0,5.020587444,0.325199991,0.58039999,0.377999991
1,0.325199991,0.308999985,5.594749928,0.951977253,35.72948074,0.805899978,0.546299994,0.34920001
1,0.120099999,0.198799998,5.594749928,29.06484032,47.16209412,0.597100019,0.282799989,0.343499988
1,0.252299994,0.809899986,5.594749928,16.41820908,45.67599487,0.250200003,0.405000001,0.725600004
1,0.050299998,0.305099994,5.594749928,8.971960068,47.07584381,0.101199999,0.0539,0.193399996
1,0.3565,0.551999986,5.594749928,0,3.136356592,0.533299983,0.443500012,0.198899999
1,0.508899987,0.441399992,5.594749928,0,2.041626215,0.743600011,0.632000029,0.504199982
1,0.582499981,0.852400005,5.594749928,47.22104263,22.65772057,0.774200022,0.792699993,0.695500016
1,0.353399992,0.311699986,5.594749928,73.78290558,7.990715504,0.640699983,0.424600005,0.122299999
1,0.492199987,0.224099994,5.594749928,47.22104263,4.307094097,0.451999992,0.420700014,0.558700025
1,0.528999984,0.61680001,5.594749928,0,9.367721558,0.900600016,0.789300025,0.711600006
1,0.167999998,0.484600008,5.594749928,16.76340485,133.5953064,0.762000024,0.50910002,0.48300001
1,0.387899995,0.7755,5.594749928,41.8003006,17.42357635,0.556299984,0.567499995,0.4384
1,0.957599998,0.557200015,5.594749928,9.009252548,49.79031754,0.597100019,0.282799989,0.343499988
1,0.28580001,0.662,5.594749928,0,39.58768082,0.27700001,0.333700001,0.356400013
1,0.1074,0.0438,5.594749928,35.75109863,94.38733673,0.81129998,0.340600014,0.651300013
1,0.566999972,0.444400012,5.594749928,0,11.09216881,0.851499975,0.718200028,0.543799996
1,0.759500027,0.902199984,5.594749928,100,22.86392403,0.755900025,0.848399997,0.694199979
1,0.414600015,0.31400001,5.594749928,15.34680748,16.57172775,0.584100008,0.489800006,0.567399979
1,0.843400002,0.067599997,5.594749928,48.12149048,36.27679062,0.741100013,0.623700023,0.513300002
1,0.353399992,0.311699986,5.594749928,0,14.8589468,0.640699983,0.424600005,0.122299999
1,0.0568,0.2051,5.594749928,26.78880692,135.3412628,0.050700001,0.048500001,0.519599974
1,0.806299984,0.681400001,5.594749928,0,7.387268066,0.835900009,0.827700019,0.556999981
1,0.959500015,0.757000029,5.594749928,100,15.76576519,0.933300018,0.955600023,0.778900027
1,0.890999973,0.675000012,5.594749928,12.57513046,24.81103325,0.686999977,0.818099976,0.770399988
1,0.278899997,0.828299999,5.594749928,17.63718414,752.0799561,0.644200027,0.609700024,0.593999982
1,0.456999987,0.296499997,5.594749928,0,2.843770266,0.476599991,0.443199992,0.551100016
1,0.301999986,0.538500011,5.594749928,29.51309586,28.97570229,0.734499991,0.598100007,0.659500003
1,0.301999986,0.180500001,5.594749928,1.046218753,101.4445724,0.221599996,0.193800002,0.360900015
1,0.2764,0.584200025,5.594749928,56.07496643,20.93635559,0.638400018,0.535300016,0.591400027
1,0.355699986,0.121600002,5.594749928,27.152071,298.8685913,0.527899981,0.306699991,0.168599993
1,0.88380003,0.6875,5.594749928,63.70767212,25.21348572,0.724099994,0.755200028,0.106200002
1,0.289999992,0.655700028,5.594749928,16.46516991,53.53855133,0.707199991,0.577600002,0.460099995
1,0.612399995,0.878400028,5.594749928,0,19.51035309,0.426800013,0.639199972,0.577099979
1,0.419499993,0.712800026,5.594749928,22.43000603,209.5122375,0.759599984,0.647899985,0.310000002
1,0.897899985,0.575699985,5.594749928,38.36712265,49.01065063,0.841400027,0.81220001,0.257600009
1,0.355800003,0.283499986,5.594749928,10.2654171,78.87326813,0.723500013,0.457199991,0.074000001
1,0.647300005,0.088600002,5.594749928,64.92899323,20.29482079,0.558099985,0.408899993,0.181400001
1,0.367599994,0.706399977,5.594749928,0,58.87745285,0.693099976,0.589900017,0.305299997
1,0.740199983,0.364600003,5.594749928,20.65917969,32.14357758,0.620800018,0.612600029,0.390500009
1,0.941200018,0.817799985,5.594749928,0,2.041507959,0.852699995,0.933499992,0.809700012
1,0.135000005,0.498699993,5.594749928,42.39156723,59.55189514,0.522400022,0.311800003,0.176799998
1,0.767499983,0.681299984,5.594749928,29.7634182,136.4658356,0.146500006,0.450599998,0.398799986
1,0.248699993,0.939499974,5.594749928,61.70936966,148.5102997,0.973500013,0.860099971,0.833800018
1,0.414600015,0.31400001,5.594749928,33.05475235,55.37835312,0.584100008,0.489800006,0.567399979
1,0.829100013,0.528800011,5.594749928,9.223341942,333.2674561,0.649200022,0.702700019,0.410699993
1,0.371399999,0.532500029,5.594749928,36.59629822,116.3645325,0.4278,0.479900002,0.766600013
1,0.881500006,0.238499999,5.594749928,57.84579468,53.95993042,0.429199994,0.578700006,0.590699971
1,0.1752,0.655200005,5.594749928,25.22027779,110.4994659,0.701600015,0.541999996,0.615700006
1,0.853900015,0.546500027,5.594749928,12.41586494,133.2393188,0.373800009,0.573000014,0.316399992
1,0.389899999,0.753300011,5.594749928,32.04285049,39.05622101,0.201000005,0.361299992,0.3838
1,0.562699974,0.679799974,5.594749928,34.39804077,38.83542633,0.722299993,0.640299976,0.131099999
1,0.88410002,0.795400023,5.594749928,27.09342003,981.9211426,0.826399982,0.861000001,0.412099987
1,0.922500014,0.222000003,5.594749928,40.58057785,25.26417923,0.645099998,0.692300022,0.525200009
1,0.711899996,0.478199989,5.594749928,33.67969894,9.450740814,0.661199987,0.652199984,0.412099987
1,0.398600012,0.466100007,5.594749928,0,0,0.430099994,0.35800001,0.0309
1,0.536800027,0.2597,5.594749928,0,2.806244135,0.597899973,0.560400009,0.786800027
1,0.069399998,0.117399998,5.594749928,25.7454567,278.9619141,0.0898,0.0416,0.324900001
1,0.751900017,0.500699997,5.594749928,12.57513046,17.92866325,0.605300009,0.659099996,0.513300002
1,0.298200011,0.568499982,5.594749928,23.4069519,10.78180885,0.707700014,0.564400017,0.496100008
1,0.631299973,0.396699995,5.594749928,92.17189789,74.97937012,0.761900008,0.702700019,0.724900007
1,0.083800003,0.539499998,5.594749928,0,12.87564278,0.278299987,0.247500002,0.755599976
1,0.397300005,0.803900003,5.594749928,18.61593437,30.82627869,0.492799997,0.538100004,0.369300008
1,0.500199974,0.908500016,5.594749928,0,45.56590652,0.886600018,0.85619998,0.799199998
1,0.445199996,0.860300004,5.594749928,6.597010612,17.99591827,0.557200015,0.630100012,0.519599974
1,0.537699997,0.1294,5.594749928,28.37072563,32.50609589,0.680700004,0.549899995,0.745899975
1,0.578100026,0.915499985,5.594749928,14.0187149,43.31484604,0.58829999,0.718599975,0.569199979
1,0.926500022,0.274500012,5.594749928,0,11.45068264,0.885800004,0.862999976,0.881500006
1,0.881500006,0.238499999,5.594749928,0,290.5524292,0.429199994,0.578700006,0.590699971
1,0.998300016,0.952499986,5.594749928,43.4265213,859.6481934,0.97329998,0.998099983,0.804099977
1,0.6523,0.532500029,5.594749928,53.12372971,17.70618248,0.096900001,0.30399999,0.210099995
1,0.083800003,0.539499998,5.594749928,21.81409073,4.460977554,0.278299987,0.247500002,0.755599976
1,0.602699995,0.0858,5.594749928,21.36434555,19.36136818,0.405800015,0.364199996,0.516499996
1,0.190200001,0.243699998,5.594749928,24.45370293,92.1002121,0.844600022,0.461699992,0.181400001
1,0.647099972,0.485700011,5.594749928,0,3.282019615,0.707099974,0.701200008,0.741599977
1,0.440600008,0.729700029,5.594749928,12.84691048,22.74068451,0.952099979,0.82160002,0.709999979
1,0.631299973,0.396699995,5.594749928,35.29529953,29.27677345,0.761900008,0.702700019,0.724900007
1,0.559099972,0.555599988,5.594749928,0,5.24411869,0.92750001,0.810699999,0.782999992
1,0.412600011,0.64200002,5.594749928,30.87529755,30.50510025,0.805700004,0.700900018,0.648100019
1,0.980099976,0.539200008,5.594749928,4.379307747,218.240448,0.875100017,0.851400018,0.758700013
1,0.678799987,0.572799981,5.594749928,0,6.233360767,0.437299997,0.566799998,0.508899987
1,0.377000004,0.611100018,5.594749928,31.59640121,53.64994431,0.576200008,0.552699983,0.600700021
1,0.684899986,0.560699999,5.594749928,0,7.829014301,0.884000003,0.79549998,0.576200008
1,0.2148,0.538600028,5.594749928,18.61593437,77.87832642,0.530900002,0.394199997,0.323399991
1,0.205300003,0.374799997,5.594749928,41.31835938,3.705277681,0.669799984,0.443699986,0.455300003
1,0.612399995,0.878400028,5.594749928,17.06971741,34.59762573,0.426800013,0.639199972,0.577099979
1,0.625,0.077399999,5.594749928,5.583516121,32.48058701,0.546800017,0.497200012,0.875400007
1,0.30250001,0.555499971,5.594749928,18.61593437,74.91338348,0.754199982,0.592400014,0.513300002
1,0.520299971,0.879100025,5.594749928,0,29.26580048,0.773299992,0.782899976,0.684599996
1,0.933399975,0.7421,5.594749928,0,4.249344826,0.797800004,0.873300016,0.55400002
1,0.298200011,0.568499982,5.594749928,0,6.878703594,0.707700014,0.564400017,0.496100008
1,0.576600015,0.246800005,5.594749928,14.36412525,50.40497971,0.657899976,0.578299999,0.633000016
1,0.613600016,0.686800003,5.594749928,38.36712265,101.1719971,0.759500027,0.754700005,0.710900009
1,0,0.142199993,5.594749928,44.56485748,147.8864288,0.021299999,0.0043,0.2403
1,0.625,0.077399999,5.594749928,0,12.87564278,0.278299987,0.247500002,0.755599976
1,0.782899976,0.910099983,5.594749928,0,204.2910767,0.894999981,0.912199974,0.662800014
1,0.631299973,0.396699995,5.594749928,100,61.48005295,0.761900008,0.702700019,0.724900007
1,0.096799999,0.0254,5.594749928,29.51309586,565.4450684,0.466199994,0.371499985,0.282499999
1,0.706499994,0.536300004,5.594749928,5.9025774,31.23312378,0.829400003,0.790600002,0.765299976
1,0.852800012,0.594299972,5.594749928,5.281242371,0.850891829,0.896700025,0.879100025,0.756200016
1,0.419499993,0.712800026,5.594749928,10.62474537,155.1930695,0.759599984,0.647899985,0.310000002
1,0.926599979,0.93870002,5.594749928,20.65917969,93.67185211,0.759800017,0.930899978,0.839399993
1,0.834900022,0.744199991,5.594749928,26.43351555,593.9291992,0.737600029,0.823099971,0.701300025
1,0.584999979,0.884299994,5.594749928,0,41.41421127,0.828800023,0.828400016,0.697300017
1,0.747900009,0.338200003,5.594749928,23.84660339,380.8366089,0.389800012,0.533599973,0.657199979
1,0.79610002,0.359299988,5.594749928,8.455066681,41.83800125,0.70480001,0.719500005,0.711600006
1,0.437999994,0.898299992,5.594749928,0,6.971129417,0.922399998,0.8495,0.743499994
1,0.895500004,0.680700004,5.594749928,24.87932968,90.39675903,0.784699976,0.859899998,0.749100029
1,0.398600012,0.454899997,5.594749928,29.51309586,28.3379364,0.671500027,0.572799981,0.602599978
1,0.895500004,0.680700004,5.594749928,24.87932968,90.39675903,0.784699976,0.859899998,0.749100029
1,0.1074,0.0438,5.594749928,43.67949677,50.48604965,0.81129998,0.340600014,0.651300013
1,0.528999984,0.61680001,5.594749928,43.85873795,392.1772156,0.900600016,0.789300025,0.711600006
1,0.537699997,0.1294,5.594749928,0,19.5233078,0.680700004,0.549899995,0.745899975
1,0.2148,0.538600028,5.594749928,23.07386589,4.790520668,0.530900002,0.394199997,0.323399991
1,0.437999994,0.898299992,5.594749928,13.41501617,102.0469894,0.922399998,0.8495,0.743499994
1,0.348800004,0.409500003,5.594749928,2.270189524,66.80908203,0.503199995,0.488299996,0.822099984
1,0.278899997,0.828299999,5.594749928,27.29964638,490.4004822,0.644200027,0.609700024,0.593999982
1,0.547699988,0.154300004,5.594749928,51.77449036,90.05948639,0.41080001,0.411900014,0.67839998
1,0.2148,0.538600028,5.594749928,19.21039009,32.47212982,0.530900002,0.394199997,0.323399991
1,0.144999996,0.792200029,5.594749928,16.63463211,188.5375824,0.088399999,0.180800006,0.242200002
1,0.350899994,0.341500014,5.594749928,0,15.04254246,0.822300017,0.607200027,0.563399971
1,0.095899999,0.862800002,5.594749928,41.90866852,25.77553558,0.520399988,0.409399986,0.338699996
1,0.922500014,0.222000003,5.594749928,29.51309586,38.26241684,0.645099998,0.692300022,0.525200009
1,0.500199974,0.908500016,5.594749928,29.51309586,14.05488491,0.886600018,0.85619998,0.799199998
1,0.66930002,0.032000002,5.594749928,22.2216568,81.29037476,0.774800003,0.481900007,0.255600005
1,0.620899975,0.899800003,5.594749928,0,40.22556686,0.493200004,0.606899977,0.048700001
1,0.196400002,0.331200004,5.594749928,17.19455719,14.69532394,0.684499979,0.48179999,0.747900009
1,0.377000004,0.611100018,5.594749928,18.24449539,26.40902519,0.576200008,0.552699983,0.600700021
1,0.412600011,0.64200002,5.594749928,16.46516991,20.18384361,0.805700004,0.700900018,0.648100019
1,0.118600003,0.622900009,5.594749928,24.09065437,38.67975998,0.827600002,0.585699975,0.712400019
